Step,Value
0,0.7611607313156128
1,0.7711598873138428
2,0.7782695889472961
3,0.7923903465270996
4,0.8071367740631104
5,0.8118049502372742
6,0.8151986002922058
7,0.8157099485397339
8,0.8313928842544556
9,0.8363636136054993
10,0.8361581563949585
11,0.8470181226730347
12,0.8469874858856201
13,0.8472523093223572
14,0.8481176495552063
15,0.8540399074554443
16,0.858013927936554
17,0.858013927936554
18,0.8575152158737183
19,0.8583840131759644
20,0.8583840131759644
21,0.8616052269935608
22,0.8634976148605347
23,0.8672489523887634
24,0.8707423806190491
25,0.8708133697509766
26,0.8696030974388123
27,0.8747810125350952
28,0.8689956665039062
29,0.8713475465774536
30,0.8727590441703796
31,0.8743455410003662
32,0.8863636255264282
33,0.8802105784416199
34,0.8828670978546143
35,0.884026288986206
36,0.8797551393508911
37,0.886561930179596
38,0.8821226954460144
39,0.8857890367507935
40,0.8901433348655701
41,0.885689377784729
42,0.8882096409797668
43,0.8886948823928833
44,0.8906455636024475
45,0.8920926451683044
46,0.8941176533699036
47,0.8946911096572876
48,0.8998257517814636
49,0.903225839138031
