Step,Value
0,0.7430961728096008
1,0.7849025130271912
2,0.7843776345252991
3,0.7967545390129089
4,0.7883986830711365
5,0.79058438539505
6,0.796734631061554
7,0.8033844232559204
8,0.8115226030349731
9,0.8080160021781921
10,0.8157788515090942
11,0.8095630407333374
12,0.8134481310844421
13,0.8145748972892761
14,0.8207855820655823
15,0.8172484636306763
16,0.8236755132675171
17,0.8208709955215454
18,0.8279526233673096
19,0.8302040696144104
20,0.8272764086723328
21,0.8226137161254883
22,0.8324413299560547
23,0.8299545049667358
24,0.8260869383811951
25,0.8354011178016663
26,0.8337429165840149
27,0.8415882587432861
28,0.8289097547531128
29,0.845742404460907
30,0.8458693027496338
31,0.8497109413146973
32,0.8482617735862732
33,0.8512567281723022
34,0.8419752717018127
35,0.8520179390907288
36,0.8587801456451416
37,0.8551497459411621
38,0.856673538684845
39,0.8610309362411499
40,0.8611111044883728
41,0.8638420701026917
42,0.8650205731391907
43,0.8728917837142944
44,0.871522068977356
45,0.8702101707458496
46,0.8608013391494751
47,0.870140552520752
48,0.871688723564148
49,0.8758224248886108
