Step,Value
0,0.6036036014556885
1,0.6470588445663452
2,0.6465288996696472
3,0.678855299949646
4,0.686804473400116
5,0.681505024433136
6,0.680975079536438
7,0.6968733668327332
8,0.6947535872459412
9,0.6984631419181824
10,0.7042925357818604
11,0.7069422602653503
12,0.7122416496276855
13,0.7101218700408936
14,0.7069422602653503
15,0.7143614292144775
16,0.7106518149375916
17,0.7212506532669067
18,0.7090619802474976
19,0.7239003777503967
20,0.7239003777503967
21,0.7212506532669067
22,0.7201907634735107
23,0.7201907634735107
24,0.7270800471305847
25,0.7297297120094299
26,0.7302596569061279
27,0.7217805981636047
28,0.7350291609764099
29,0.7525172233581543
30,0.7445681095123291
31,0.7260201573371887
32,0.7355591058731079
33,0.7530471682548523
34,0.7450980544090271
35,0.7498674988746643
36,0.7397986054420471
37,0.7493375539779663
38,0.7408584952354431
39,0.7445681095123291
40,0.7424483299255371
41,0.7461579442024231
42,0.7435082197189331
43,0.7435082197189331
44,0.7392686605453491
45,0.7514573335647583
46,0.7519872784614563
47,0.7578166127204895
48,0.7604663372039795
49,0.7435082197189331
