Step,Value
0,0.6528881788253784
1,0.7005829215049744
2,0.7170111536979675
3,0.7196608185768127
4,0.7254902124404907
5,0.7461579442024231
6,0.7429782748222351
7,0.7509273886680603
8,0.7413884401321411
9,0.7572867274284363
10,0.7525172233581543
11,0.7625861167907715
12,0.7609962821006775
13,0.7774244546890259
14,0.7737149000167847
15,0.7620561718940735
16,0.7684154510498047
17,0.7705352306365967
18,0.7731849551200867
19,0.7721250653266907
20,0.7705352306365967
21,0.7710651755332947
22,0.790673017501831
23,0.7763646245002747
24,0.7885532379150391
25,0.794912576675415
26,0.7864335179328918
27,0.791202962398529
28,0.7970322966575623
29,0.7986221313476562
30,0.792792797088623
31,0.8018018007278442
32,0.794912576675415
33,0.7975622415542603
34,0.7980921864509583
35,0.8018018007278442
36,0.7975622415542603
37,0.8060413599014282
38,0.8102808594703674
39,0.8039215803146362
40,0.8155803084373474
41,0.8124006390571594
42,0.8171700835227966
43,0.8150503635406494
44,0.8208796977996826
45,0.8256492018699646
46,0.8108108043670654
47,0.8219395875930786
48,0.8309485912322998
49,0.8139904737472534
