Step,Value
0,0.6285701990127563
1,0.6058319211006165
2,0.5773678421974182
3,0.5648950338363647
4,0.550131618976593
5,0.5515403151512146
6,0.5410380363464355
7,0.5400345325469971
8,0.5228689908981323
9,0.523127555847168
10,0.5259653925895691
11,0.5208442807197571
12,0.5118260383605957
13,0.5128805637359619
14,0.5022565126419067
15,0.5148422718048096
16,0.5082920789718628
17,0.4982563555240631
18,0.4911056160926819
19,0.4957469701766968
20,0.4819870889186859
21,0.49721789360046387
22,0.48565036058425903
23,0.48464125394821167
24,0.4898976683616638
25,0.4746634364128113
26,0.48306551575660706
27,0.47319334745407104
28,0.4691909849643707
29,0.4797634780406952
30,0.47215282917022705
31,0.4732675850391388
32,0.47777214646339417
33,0.47399839758872986
34,0.4778152108192444
35,0.4756295382976532
36,0.4682902991771698
37,0.47631755471229553
38,0.4624568223953247
39,0.4657104015350342
40,0.46336936950683594
41,0.46659523248672485
42,0.4731873869895935
43,0.44935861229896545
44,0.46260523796081543
45,0.46323585510253906
46,0.4590124785900116
47,0.4519656300544739
48,0.44297125935554504
49,0.44448956847190857
