Step,Value
0,0.7306742072105408
1,0.7553228735923767
2,0.769963264465332
3,0.7783214449882507
4,0.7697016596794128
5,0.782608687877655
6,0.780468761920929
7,0.7794632911682129
8,0.7770243287086487
9,0.7713476419448853
10,0.7862347960472107
11,0.786831259727478
12,0.7877072691917419
13,0.7868987917900085
14,0.7904878854751587
15,0.7936118245124817
16,0.7922185063362122
17,0.7933333516120911
18,0.7960199117660522
19,0.7934918403625488
20,0.8003314137458801
21,0.8003306984901428
22,0.7994945049285889
23,0.7970112562179565
24,0.8023352026939392
25,0.7999999523162842
26,0.8006672263145447
27,0.8123953342437744
28,0.8110830783843994
29,0.8032094836235046
30,0.8078693747520447
31,0.8115578293800354
32,0.8064649701118469
33,0.8155909776687622
34,0.810583770275116
35,0.8064516186714172
36,0.8057311773300171
37,0.809723436832428
38,0.8062654137611389
39,0.8087066411972046
40,0.8087930679321289
41,0.8138101100921631
42,0.8059825897216797
43,0.8140703439712524
44,0.8090721368789673
45,0.8244147300720215
46,0.8179550766944885
47,0.8289806842803955
48,0.8178002238273621
49,0.8223140835762024
