Step,Value
0,0.6746649146080017
1,0.660727858543396
2,0.6462448239326477
3,0.6303153038024902
4,0.614108145236969
5,0.600239098072052
6,0.5848576426506042
7,0.5800713896751404
8,0.5587272047996521
9,0.5630283355712891
10,0.5512908697128296
11,0.5483930110931396
12,0.5354869365692139
13,0.5452257990837097
14,0.5349380373954773
15,0.5434484481811523
16,0.5339073538780212
17,0.5264186263084412
18,0.5220351219177246
19,0.5262927412986755
20,0.5059816241264343
21,0.5095342397689819
22,0.5040363669395447
23,0.506005585193634
24,0.4985394775867462
25,0.5035864114761353
26,0.5060734152793884
27,0.4949279725551605
28,0.4843851327896118
29,0.4854443073272705
30,0.49104663729667664
31,0.4921594560146332
32,0.48862484097480774
33,0.4882954955101013
34,0.4778553545475006
35,0.4741843342781067
36,0.4830806851387024
37,0.471558153629303
38,0.47601649165153503
39,0.46847301721572876
40,0.4786539673805237
41,0.4709199368953705
42,0.4667991101741791
43,0.4713855981826782
44,0.465501606464386
45,0.4716935455799103
46,0.4710980951786041
47,0.46442097425460815
48,0.46122533082962036
49,0.45556074380874634
