Step,Value
0,0.650900661945343
1,0.6318252086639404
2,0.6238652467727661
3,0.6211094260215759
4,0.6122630834579468
5,0.6113212704658508
6,0.6018043160438538
7,0.5949117541313171
8,0.5994440317153931
9,0.5892844200134277
10,0.5953125357627869
11,0.5896117687225342
12,0.5836807489395142
13,0.5748204588890076
14,0.5703309774398804
15,0.5736428499221802
16,0.568595290184021
17,0.5651741623878479
18,0.5567455291748047
19,0.5573403239250183
20,0.557138979434967
21,0.5522072911262512
22,0.5515581369400024
23,0.5480949282646179
24,0.5531619191169739
25,0.5443651676177979
26,0.5438374876976013
27,0.5419459342956543
28,0.5433825254440308
29,0.5396422147750854
30,0.5372130274772644
31,0.5380656719207764
32,0.5415886044502258
33,0.5267449617385864
34,0.5253049731254578
35,0.5361371040344238
36,0.5271309018135071
37,0.5246607661247253
38,0.5216102004051208
39,0.5162303447723389
40,0.5205488204956055
41,0.5266557931900024
42,0.522239625453949
43,0.5243676900863647
44,0.5263685584068298
45,0.511214017868042
46,0.5169680118560791
47,0.517792820930481
48,0.5129085183143616
49,0.5202826261520386
