Step,Value
0,0.7700170278549194
1,0.7981017827987671
2,0.8231759071350098
3,0.8239316344261169
4,0.8340535759925842
5,0.8419243693351746
6,0.8497409224510193
7,0.852091372013092
8,0.8594757318496704
9,0.8655821681022644
10,0.8634623289108276
11,0.8784246444702148
12,0.8712024092674255
13,0.8832834959030151
14,0.8860325217247009
15,0.8895573616027832
16,0.8901287913322449
17,0.8933618664741516
18,0.8973482251167297
19,0.8994845747947693
20,0.9009009003639221
21,0.9006396532058716
22,0.8956896662712097
23,0.9010326862335205
24,0.9049463272094727
25,0.9085419178009033
26,0.9044530987739563
27,0.9135483503341675
28,0.9126297235488892
29,0.9132696986198425
30,0.917169988155365
31,0.912537693977356
32,0.9166306853294373
33,0.9190826416015625
34,0.9192224740982056
35,0.923275887966156
36,0.9332755208015442
37,0.9337948560714722
38,0.9423993229866028
39,0.9333910346031189
40,0.9403629899024963
41,0.9406195878982544
42,0.9393548965454102
43,0.9410744905471802
44,0.9547609090805054
45,0.9508196711540222
46,0.9525452852249146
47,0.9520518779754639
48,0.9545257687568665
49,0.963219404220581
