Step,Value
0,0.6890524625778198
1,0.7689684629440308
2,0.7844462990760803
3,0.789340078830719
4,0.8138275742530823
5,0.8169249892234802
6,0.8184846043586731
7,0.8318583965301514
8,0.8296172022819519
9,0.8446280360221863
10,0.8417536616325378
11,0.8406524658203125
12,0.8529534935951233
13,0.8578553199768066
14,0.8590604662895203
15,0.8710089325904846
16,0.8794623613357544
17,0.8801705837249756
18,0.8833474516868591
19,0.8810833692550659
20,0.8833262324333191
21,0.8880375027656555
22,0.8897338509559631
23,0.8865368366241455
24,0.8964059352874756
25,0.8978723287582397
26,0.8961424231529236
27,0.9015765190124512
28,0.8903993964195251
29,0.910555362701416
30,0.9214347004890442
31,0.9243839383125305
32,0.9100885987281799
33,0.9211864471435547
34,0.9272030591964722
35,0.9281768202781677
36,0.9294570088386536
37,0.932478666305542
38,0.9315654039382935
39,0.9459227919578552
40,0.9462457299232483
41,0.9350427389144897
42,0.9439452290534973
43,0.9480851292610168
44,0.9635035991668701
45,0.9707652926445007
46,0.969098687171936
47,0.958099365234375
48,0.9742489457130432
49,0.9754838347434998
