Step,Value
0,0.7191308736801147
1,0.7631160616874695
2,0.7678855061531067
3,0.7880232930183411
4,0.8065713047981262
5,0.8155803084373474
6,0.8224695324897766
7,0.8346582055091858
8,0.8489665985107422
9,0.843667209148407
10,0.8537361025810242
11,0.8627451062202454
12,0.8611552715301514
13,0.8675145506858826
14,0.8797032237052917
15,0.8812930583953857
16,0.8839427828788757
17,0.8918918967247009
18,0.8998410105705261
19,0.9024907350540161
20,0.8977212309837341
21,0.9099099040031433
22,0.9173290729522705
23,0.9146794080734253
24,0.9152093529701233
25,0.9136195182800293
26,0.9183889627456665
27,0.9300476908683777
28,0.9390566945075989
29,0.9348171949386597
30,0.9448860883712769
31,0.952305257320404
32,0.9554848670959473
33,0.954425036907196
34,0.9644939303398132
35,0.9660837054252625
36,0.9655537605285645
37,0.9729729890823364
38,0.9809221029281616
39,0.9841017723083496
40,0.9841017723083496
41,0.9745628237724304
42,0.9682034850120544
43,0.953895092010498
44,0.9782723784446716
45,0.9931107759475708
46,0.995230495929718
47,0.996290385723114
48,0.998940110206604
49,1.0
