Step,Value
0,0.6360026597976685
1,0.5962730646133423
2,0.5853083729743958
3,0.5601557493209839
4,0.5607699155807495
5,0.5466339588165283
6,0.5479010343551636
7,0.5344136953353882
8,0.5301698446273804
9,0.5346082448959351
10,0.5184041857719421
11,0.5046098828315735
12,0.49752935767173767
13,0.5030750632286072
14,0.5094254016876221
15,0.4948071241378784
16,0.4939257502555847
17,0.4809640049934387
18,0.4765838086605072
19,0.4878264367580414
20,0.4636862277984619
21,0.47869402170181274
22,0.4571126699447632
23,0.4602237939834595
24,0.45680010318756104
25,0.439280241727829
26,0.44473138451576233
27,0.4430304765701294
28,0.4345334768295288
29,0.42923471331596375
30,0.42380452156066895
31,0.41520562767982483
32,0.4249965250492096
33,0.4236582815647125
34,0.4124303460121155
35,0.3974766135215759
36,0.40704602003097534
37,0.3844512403011322
38,0.4056171178817749
39,0.38746383786201477
40,0.36864015460014343
41,0.3846662640571594
42,0.38309165835380554
43,0.3761916160583496
44,0.385456383228302
45,0.37170323729515076
46,0.3739582300186157
47,0.3739311993122101
48,0.3530963063240051
49,0.35751140117645264
