Step,Value
0,0.6290407776832581
1,0.682034969329834
2,0.7037625908851624
3,0.7127715945243835
4,0.7249602675437927
5,0.7387387156486511
6,0.7228404879570007
7,0.7397986054420471
8,0.7392686605453491
9,0.7572867274284363
10,0.7530471682548523
11,0.7535771131515503
12,0.7620561718940735
13,0.7519872784614563
14,0.7715951204299927
15,0.7588765025138855
16,0.7599363923072815
17,0.7694753408432007
18,0.7689453959465027
19,0.7668256759643555
20,0.7806041240692139
21,0.7726550102233887
22,0.7790142893791199
23,0.7843137383460999
24,0.7816640138626099
25,0.7853736281394958
26,0.7816640138626099
27,0.7880232930183411
28,0.792262852191925
29,0.794912576675415
30,0.7890831828117371
31,0.792792797088623
32,0.796502411365509
33,0.791732907295227
34,0.793322741985321
35,0.790673017501831
36,0.791732907295227
37,0.794912576675415
38,0.8002119660377502
39,0.8018018007278442
40,0.7970322966575623
41,0.8166401982307434
42,0.8071011900901794
43,0.8081610798835754
44,0.8065713047981262
45,0.793852686882019
46,0.8124006390571594
47,0.8065713047981262
48,0.8039215803146362
49,0.792792797088623
