Step,Value
0,0.7434943914413452
1,0.7725040316581726
2,0.787853479385376
3,0.790227472782135
4,0.7995120286941528
5,0.8038397431373596
6,0.8077878952026367
7,0.8252911567687988
8,0.815973699092865
9,0.8193760514259338
10,0.8254364132881165
11,0.8246128559112549
12,0.8241666555404663
13,0.8302354216575623
14,0.8405315279960632
15,0.8399168252944946
16,0.8316583037376404
17,0.8374017477035522
18,0.8419314622879028
19,0.8417564034461975
20,0.8526539206504822
21,0.8543187975883484
22,0.8557859063148499
23,0.8648881316184998
24,0.8560344576835632
25,0.865217387676239
26,0.865736722946167
27,0.8583802580833435
28,0.8674904108047485
29,0.8663792610168457
30,0.8675438761711121
31,0.8643259406089783
32,0.8728223443031311
33,0.8830155730247498
34,0.8841016888618469
35,0.8737527132034302
36,0.8897603750228882
37,0.8898525834083557
38,0.8820960521697998
39,0.8864723443984985
40,0.8839827179908752
41,0.8893766403198242
42,0.8934142589569092
43,0.8948290944099426
44,0.899258553981781
45,0.9000436067581177
46,0.8981198668479919
47,0.9024390578269958
48,0.8979057669639587
49,0.9103567600250244
