Step,Value
0,0.540774941444397
1,0.49188801646232605
2,0.4752192199230194
3,0.4633483588695526
4,0.4483819305896759
5,0.43621474504470825
6,0.424205482006073
7,0.41235625743865967
8,0.4037511348724365
9,0.39660751819610596
10,0.38905414938926697
11,0.3778238296508789
12,0.3684787154197693
13,0.3592488467693329
14,0.3522365391254425
15,0.3475276231765747
16,0.3396196961402893
17,0.3448101878166199
18,0.3314180374145508
19,0.3222649395465851
20,0.3183503746986389
21,0.3202054500579834
22,0.3151581585407257
23,0.30748486518859863
24,0.2989839017391205
25,0.29447439312934875
26,0.2832126319408417
27,0.2736966609954834
28,0.2692694365978241
29,0.2646586000919342
30,0.2583474814891815
31,0.2530568242073059
32,0.2462461143732071
33,0.24299782514572144
34,0.23787853121757507
35,0.23686808347702026
36,0.2284010648727417
37,0.22589996457099915
38,0.21542669832706451
39,0.2108006328344345
40,0.20679880678653717
41,0.20783966779708862
42,0.21457071602344513
43,0.2166077345609665
44,0.21680083870887756
45,0.23103520274162292
46,0.20779100060462952
47,0.2011447697877884
48,0.18864449858665466
49,0.18367768824100494
