Step,Value
0,0.6131425499916077
1,0.634870171546936
2,0.6544780135154724
3,0.6640169620513916
4,0.6687864065170288
5,0.6958134770393372
6,0.6963434219360352
7,0.6947535872459412
8,0.6936936974525452
9,0.7016428112983704
10,0.7175410985946655
11,0.7000529766082764
12,0.7170111536979675
13,0.7286698222160339
14,0.7297297120094299
15,0.7223105430603027
16,0.7424483299255371
17,0.7488076090812683
18,0.7657657861709595
19,0.7604663372039795
20,0.7519872784614563
21,0.7768945693969727
22,0.7763646245002747
23,0.7821939587593079
24,0.7705352306365967
25,0.7864335179328918
26,0.792262852191925
27,0.7821939587593079
28,0.7901430726051331
29,0.791732907295227
30,0.7784843444824219
31,0.793852686882019
32,0.794912576675415
33,0.794382631778717
34,0.8007419109344482
35,0.7970322966575623
36,0.795442521572113
37,0.8039215803146362
38,0.8081610798835754
39,0.8139904737472534
40,0.8113407492637634
41,0.8108108043670654
42,0.8044515252113342
43,0.8002119660377502
44,0.8177000284194946
45,0.8171700835227966
46,0.8309485912322998
47,0.8097509145736694
48,0.8251192569732666
49,0.8224695324897766
