Step,Value
0,0.6391096711158752
1,0.683624804019928
2,0.6958134770393372
3,0.7069422602653503
4,0.7122416496276855
5,0.7148913741111755
6,0.7148913741111755
7,0.7191308736801147
8,0.7186009287834167
9,0.7302596569061279
10,0.7323794364929199
11,0.7360890507698059
12,0.7382087707519531
13,0.7435082197189331
14,0.7477477192878723
15,0.7546370029449463
16,0.7594064474105835
17,0.7572867274284363
18,0.7578166127204895
19,0.7620561718940735
20,0.7668256759643555
21,0.7694753408432007
22,0.7715951204299927
23,0.7753047347068787
24,0.7779543995857239
25,0.7790142893791199
26,0.7774244546890259
27,0.7832538485527039
28,0.7859035730361938
29,0.7880232930183411
30,0.791732907295227
31,0.792792797088623
32,0.793852686882019
33,0.7986221313476562
34,0.8028616905212402
35,0.7991520762443542
36,0.8028616905212402
37,0.8028616905212402
38,0.8044515252113342
39,0.8033916354179382
40,0.8044515252113342
41,0.8081610798835754
42,0.8092209696769714
43,0.8129305839538574
44,0.8139904737472534
45,0.8182299733161926
46,0.8166401982307434
47,0.8208796977996826
48,0.8203497529029846
49,0.8198198080062866
