Step,Value
0,0.7206935882568359
1,0.7664285898208618
2,0.7675250768661499
3,0.7673648595809937
4,0.7674505710601807
5,0.7712023854255676
6,0.7662835121154785
7,0.7793103456497192
8,0.7791010737419128
9,0.786158561706543
10,0.7801088094711304
11,0.7753338813781738
12,0.7773406505584717
13,0.7817538380622864
14,0.7921721339225769
15,0.7804296016693115
16,0.7797690629959106
17,0.7843450307846069
18,0.7891374230384827
19,0.7893056273460388
20,0.7930213809013367
21,0.7883386015892029
22,0.791750967502594
23,0.7844408750534058
24,0.78972327709198
25,0.789943277835846
26,0.7972701191902161
27,0.7921030521392822
28,0.7946319580078125
29,0.7972701191902161
30,0.7881252765655518
31,0.7888934016227722
32,0.7980653047561646
33,0.8022782802581787
34,0.7998379468917847
35,0.8009688854217529
36,0.8049281239509583
37,0.8071457743644714
38,0.7986852526664734
39,0.8054443597793579
40,0.80466228723526
41,0.8036006093025208
42,0.807930588722229
43,0.7993447780609131
44,0.801297664642334
45,0.8085280060768127
46,0.798690676689148
47,0.7988576292991638
48,0.8068599104881287
49,0.8026261925697327
