Step,Value
0,0.7005829215049744
1,0.7599363923072815
2,0.7535771131515503
3,0.7731849551200867
4,0.7859035730361938
5,0.7975622415542603
6,0.8124006390571594
7,0.8208796977996826
8,0.8335983157157898
9,0.836777925491333
10,0.840487539768219
11,0.8558558821678162
12,0.8532061576843262
13,0.8622151613235474
14,0.8638049960136414
15,0.8696343302726746
16,0.8818230032920837
17,0.8855326175689697
18,0.8850026726722717
19,0.8908320069313049
20,0.9051404595375061
21,0.9077901244163513
22,0.9083200693130493
23,0.9109697937965393
24,0.9146794080734253
25,0.9326974153518677
26,0.9332273602485657
27,0.9305776357650757
28,0.9379968047142029
29,0.9284578561782837
30,0.9422363638877869
31,0.952305257320404
32,0.9719130992889404
33,0.9713831543922424
34,0.9803921580314636
35,0.9803921580314636
36,0.9782723784446716
37,0.9772124886512756
38,0.9655537605285645
39,0.9809221029281616
40,0.9825119376182556
41,0.9899311065673828
42,0.9825119376182556
43,0.9878113269805908
44,0.9862214922904968
45,0.9904610514640808
46,0.996820330619812
47,0.99735027551651
48,0.999470055103302
49,0.998940110206604
