Step,Value
0,0.6661367416381836
1,0.682564914226532
2,0.7106518149375916
3,0.7281398773193359
4,0.7525172233581543
5,0.7700052857398987
6,0.7784843444824219
7,0.7800741791725159
8,0.7800741791725159
9,0.7890831828117371
10,0.8007419109344482
11,0.8039215803146362
12,0.8102808594703674
13,0.8092209696769714
14,0.8182299733161926
15,0.8182299733161926
16,0.8150503635406494
17,0.8346582055091858
18,0.838367760181427
19,0.8309485912322998
20,0.845257043838501
21,0.839427649974823
22,0.8325384259223938
23,0.845786988735199
24,0.8521462678909302
25,0.8521462678909302
26,0.8638049960136414
27,0.8648648858070374
28,0.8706942200660706
29,0.8685744404792786
30,0.8722840547561646
31,0.8759936690330505
32,0.8807631134986877
33,0.8812930583953857
34,0.8844727277755737
35,0.8744038343429565
36,0.8823529481887817
37,0.8818230032920837
38,0.8839427828788757
39,0.8903020620346069
40,0.8860625624656677
41,0.8945416212081909
42,0.8961313962936401
43,0.8993110656738281
44,0.9024907350540161
45,0.8993110656738281
46,0.9030206799507141
47,0.9014308452606201
48,0.9062002897262573
49,0.9003709554672241
