Step,Value
0,0.6112889647483826
1,0.5640360116958618
2,0.5260790586471558
3,0.5024403929710388
4,0.48106133937835693
5,0.46192100644111633
6,0.438900351524353
7,0.4431654214859009
8,0.43723636865615845
9,0.4484979510307312
10,0.4301493465900421
11,0.405453085899353
12,0.4009736180305481
13,0.3965585231781006
14,0.3963034749031067
15,0.3835779130458832
16,0.38092517852783203
17,0.3693135678768158
18,0.3715152144432068
19,0.372989684343338
20,0.3640293776988983
21,0.3523949980735779
22,0.34451448917388916
23,0.3480244278907776
24,0.3327573239803314
25,0.3289903998374939
26,0.32799434661865234
27,0.3272155225276947
28,0.3256213068962097
29,0.31220510601997375
30,0.30498796701431274
31,0.2998833954334259
32,0.29302364587783813
33,0.2952345609664917
34,0.2931881546974182
35,0.2781623899936676
36,0.27929189801216125
37,0.2776256501674652
38,0.2699677646160126
39,0.26217982172966003
40,0.261006623506546
41,0.25564825534820557
42,0.2446511685848236
43,0.2442842572927475
44,0.24479235708713531
45,0.23784978687763214
46,0.23653334379196167
47,0.2295164316892624
48,0.23900577425956726
49,0.2259378731250763
