Step,Value
0,0.7723848819732666
1,0.8022071719169617
2,0.8123414516448975
3,0.8297505974769592
4,0.8364887833595276
5,0.8380706310272217
6,0.8517241477966309
7,0.8586207032203674
8,0.8654669523239136
9,0.8702422380447388
10,0.875377357006073
11,0.8696405291557312
12,0.8815165758132935
13,0.8884119987487793
14,0.8780487775802612
15,0.8856279850006104
16,0.8966709971427917
17,0.8999136686325073
18,0.907991349697113
19,0.909797191619873
20,0.914137065410614
21,0.9117774367332458
22,0.9151515364646912
23,0.9257980585098267
24,0.9325793385505676
25,0.9364462494850159
26,0.933966338634491
27,0.9444925785064697
28,0.9461338520050049
29,0.9414297938346863
30,0.9404144883155823
31,0.9485961198806763
32,0.9567473530769348
33,0.9609374403953552
34,0.9693304300308228
35,0.9658452272415161
36,0.9588567018508911
37,0.9613882899284363
38,0.9494163393974304
39,0.9552110433578491
40,0.9711828231811523
41,0.9748700261116028
42,0.9809688925743103
43,0.9823351502418518
44,0.9870466589927673
45,0.9856708645820618
46,0.9753566980361938
47,0.9823351502418518
48,0.985382616519928
49,0.9814255237579346
